id	gender	name
59213	FEMALE	Sophia Baddeley
59216	FEMALE	Liza Minnelli
59259	MALE	Yuan Shikai
59298	MALE	Pope Gregory XVI
59359	MALE	Jack Vance
59361	MALE	Eiji Tsuburaya
59363	FEMALE	Nancy Astor, Viscountess Astor
59367	MALE	John Murray, 4th Earl of Dunmore
59370	MALE	Bartholomew de Badlesmere, 1st Baron Badlesmere
59377	MALE	Zbigniew Boniek
59378	MALE	John Dryden
59384	MALE	Gordon McBean
59396	MALE	Reggie Jackson
59465	MALE	Jeffery Amherst, 1st Baron Amherst
59483	MALE	Carl Wilhelm Scheele
59533	MALE	Lou Reed
59536	FEMALE	Nico
59558	MALE	Pierre Brissaud
59594	FEMALE	Margaret Rutherford
59600	MALE	Charles Bukowski
59654	FEMALE	Xaviera Hollander
59658	MALE	Paul Feyerabend
59659	MALE	Vallabhbhai Patel
59661	MALE	Louis Bonaparte
59671	FEMALE	Hanni Wenzel
59711	FEMALE	Messalina
59720	FEMALE	Alicia Keys
59752	MALE	Darryl Kile
59764	MALE	Tim Wirth
59765	MALE	Leopold III of Belgium
59789	MALE	Derek Parfit
59896	MALE	Willie Davenport
59897	MALE	Mamo Wolde
59920	MALE	Alfred Tarski
59922	MALE	Peter Scott
59925	MALE	J. F. C. Fuller
59926	MALE	Albert I of Belgium
59999	FEMALE	Lola Montez
60004	MALE	Ernest Shackleton
60005	MALE	Douglas Mawson
60024	MALE	Sam Houston
60025	MALE	Jack Buck
60030	MALE	Antoine Drouot
60041	MALE	Willem Barentsz
60044	MALE	Sadao Munemori
60048	MALE	Samuel J. Tilden
60070	FEMALE	Janet Jackson
60089	MALE	Terry Bradshaw
60090	MALE	Enzo Ferrari
60115	MALE	Eadweard Muybridge
60116	MALE	George Eastman
60143	MALE	Roy Lichtenstein
60148	MALE	Jasper Johns
60151	MALE	Gary Gordon
60153	MALE	Randy Shughart
60192	MALE	Bruce Springsteen
60203	MALE	Henri Matisse
60213	MALE	Robert Curthose
60231	MALE	Georg Trakl
60256	MALE	Jean de La Fontaine
60280	FEMALE	Margaret Atwood
60296	MALE	Kevin Smith
60315	FEMALE	Iris Murdoch
60328	FEMALE	Alanis Morissette
60342	MALE	Asanga
60368	MALE	Jean-Luc Godard
60531	FEMALE	Anna Leonowens
60540	MALE	Leslie Groves
60541	FEMALE	Hannelore Kohl
60555	FEMALE	Grace Darling
60556	MALE	William Armstrong, 1st Baron Armstrong
60557	FEMALE	Emmeline Pankhurst
60559	FEMALE	Emily Davison
60564	MALE	Takeru Kobayashi
60582	MALE	Chancellor of Austria
60583	MALE	AndrÃ© Campra
60587	MALE	Johann Pachelbel
60588	MALE	Bill Monroe
60595	MALE	John Cawte Beaglehole
60626	MALE	Lester Flatt
60627	MALE	Earl Scruggs
60633	MALE	Dmitri Mendeleev
60682	MALE	Mordecai Richler
60688	FEMALE	Jane Urquhart
60690	FEMALE	Nancy Huston
60730	FEMALE	Lucy Maud Montgomery
60749	MALE	WÅ‚adysÅ‚aw I Herman
60750	MALE	BolesÅ‚aw III Wrymouth
60757	MALE	Casimir I the Restorer
60760	MALE	Reginald Bretnor
60778	MALE	Craig Barrett (chief executive)
60801	FEMALE	Agnes I, Abbess of Quedlinburg
60811	MALE	Immanuel the Roman
60827	FEMALE	Cleopatra
60832	FEMALE	Hatshepsut
60845	MALE	Robert Baden-Powell, 1st Baron Baden-Powell
60886	MALE	Lev Yashin
60903	MALE	Larry Page
60904	MALE	Sergey Brin
60907	MALE	Gene Rayburn
60915	MALE	M. A. R. Barker
60917	FEMALE	Lola Ridge
60992	MALE	Georges Carpentier
61002	MALE	Gerardus Mercator
61004	MALE	Robert Peary
61020	MALE	Dave Mustaine
61040	MALE	Jim Rome
61067	MALE	Joel Chandler Harris
61079	MALE	Bobby Seale
61096	MALE	Bartolomeu de GusmÃ£o
61131	MALE	James Baskett
61142	MALE	Robert Watson (scientist)
61150	MALE	Baudouin of Belgium
61157	MALE	Chiang Ching-kuo
61159	MALE	Maurice Chevalier
61163	MALE	Jamshied Sharifi
61166	MALE	Dan Castellaneta
61174	FEMALE	Mistinguett
61180	MALE	Robert Browning
61258	MALE	Rod Steiger
61266	MALE	Fred Rosenstock
61267	FEMALE	Tamora Pierce
61279	MALE	John Wayne Gacy
61280	MALE	Frank R. Stockton
61322	MALE	Alcibiades
61350	FEMALE	Claudette Colbert
61354	FEMALE	Norma Shearer
61396	MALE	A. E. Waite
61403	MALE	Winfield Scott
61404	MALE	Sylvester Stallone
61410	MALE	Louis Braille
61416	MALE	Alexander Cartwright
61479	MALE	Michael Caine
61540	MALE	Nestorius
61545	MALE	Rafael Sabatini
61554	MALE	Tony Williams (drummer)
61567	MALE	Christoph Hartknoch
61571	MALE	Ross J. Anderson
61584	MALE	Ernest L. Blumenschein
61592	MALE	Emmett Tyrrell
61618	MALE	Patriarch Bartholomew I of Constantinople
61626	MALE	Gersonides
61632	MALE	John Milnor
61633	MALE	RenÃ© Thom
61635	MALE	Bert Geer Phillips
61636	MALE	Lars Ahlfors
61639	MALE	E. Irving Couse
61640	MALE	W. Herbert Dunton
61641	MALE	Charles Laughton
61642	MALE	Oscar E. Berninghaus
61647	FEMALE	Anne McCaffrey
61709	MALE	David Ellefson
61797	MALE	Yul Brynner
61820	MALE	Alistair MacLeod
61822	MALE	Michael Ondaatje
61838	MALE	Rohinton Mistry
61840	MALE	Timothy Findley
61842	FEMALE	Carol Shields
61853	MALE	Tom Petty
61855	MALE	Muddy Waters
61863	MALE	Patriarch Athenagoras I of Constantinople
61865	MALE	William Grant Stairs
61866	MALE	Max Born
61874	FEMALE	Victoria Wood
61909	MALE	Ken Starr
61915	MALE	Malcolm Lowry
61919	MALE	David Adams Richards
61936	FEMALE	Marie de France
61982	MALE	Robert Redford
61987	MALE	James Francis Edward Stuart
61998	MALE	John Grisham
61999	FEMALE	Danielle Steel
62004	FEMALE	Gertrude Stein
62007	MALE	Bret Harte
62013	MALE	Guillaume Apollinaire
62016	MALE	Amedeo Modigliani
62017	MALE	Pierre Beaumarchais
62020	MALE	Jean Moulin
62022	MALE	Imre Nagy
62032	FEMALE	Simone Signoret
62034	FEMALE	Simone de Beauvoir
62038	MALE	Man Ray
62070	FEMALE	IrÃ¨ne Joliot-Curie
62073	FEMALE	Gabrielle Roy
62075	MALE	Harold Robbins
62081	MALE	Arthur Hailey
62093	MALE	Prince Philip, Duke of Edinburgh
62108	MALE	Elliot See
62114	MALE	Louis XVIII of France
62116	MALE	Napoleon II
62123	MALE	Raymond Burr
62131	MALE	Nicolas Poussin
62132	MALE	Hyacinthe Rigaud
62133	MALE	Pierre Berton
62169	MALE	Gore Vidal
62182	MALE	Jean-Paul Marat
62206	MALE	JoaquÃ­n Balaguer
62208	MALE	David Horowitz
62211	MALE	Theodoros Angelopoulos
62237	MALE	JunÃ­pero Serra
62238	MALE	Abu Bakr bin Yahya al-Suli
62262	MALE	Lewis Milestone
62266	MALE	William Wyler
62277	MALE	Ben Hecht
62351	MALE	John Linnell
62355	MALE	Rupert Brooke
62358	FEMALE	Elizabeth Patterson Bonaparte
62359	MALE	JÃ©rÃ´me NapolÃ©on Bonaparte
62360	MALE	Prince NapolÃ©on Bonaparte
62363	MALE	James Boswell
62368	MALE	Eddie Slovik
62381	FEMALE	Irene van Dyk
62417	MALE	J. B. S. Haldane
62438	MALE	John Walker (athlete)
62447	FEMALE	Catharina of WÃ¼rttemberg
62452	MALE	Jerome Napoleon Bonaparte II
62453	MALE	Charles Bonaparte (Attorney General)
62463	MALE	Susan May Williams
62512	MALE	Willie Mays
62531	MALE	Charles X of France
62556	MALE	Joseph Bonaparte
62560	MALE	Lucien Bonaparte
62563	MALE	Pierre NapolÃ©on Bonaparte
62564	MALE	Louis Lucien Bonaparte
62581	MALE	Napoleon III
62582	MALE	Georg Johannes von Trapp
62616	FEMALE	Hortense de Beauharnais
62626	FEMALE	JosÃ©phine de Beauharnais
62627	MALE	EugÃ¨ne de Beauharnais
62662	FEMALE	Lee Armstrong
62665	FEMALE	Marie Louise, Duchess of Parma
62666	FEMALE	Michelle Pfeiffer
62678	MALE	NapolÃ©on, Prince Imperial
62682	MALE	A. P. J. Abdul Kalam
62717	MALE	Maarten Tromp
62727	MALE	Wilhelm Ackermann
62728	MALE	Juan de la Cierva
62754	MALE	H. A. Rey
62755	FEMALE	Margret Rey
62757	MALE	Abdel-Razak al-Yehiyeh
62777	MALE	Henry Benedict Stuart
62809	MALE	Warren Beatty
62811	MALE	Walter Matthau
62822	MALE	Bennelong
62896	MALE	George McGovern
62902	MALE	Stuart Kauffman
62931	MALE	Sonny Carter
62935	MALE	Claus von Stauffenberg
62987	MALE	Edwin Meese
63001	MALE	Pope Mark
63075	MALE	Chaim Soutine
63076	MALE	Max Jacob
63078	MALE	Tsuguharu Foujita
63080	MALE	LÃ©on-Paul Fargue
63083	MALE	Henry Miller
63090	MALE	Piet Pieterszoon Hein
63091	MALE	Piet Hein (scientist)
63092	MALE	Joseph Stiglitz
63093	MALE	Joan MirÃ³
63101	MALE	James Hilton (novelist)
63105	FEMALE	Deborah Kerr
63117	MALE	Paul Fort
63132	MALE	Jon Bon Jovi
63135	MALE	Marc Chagall
63146	MALE	Edgar Degas
63148	MALE	Vaslav Nijinsky
63156	MALE	W. T. Cosgrave
63157	FEMALE	Anna Pavlova
63173	MALE	Joyce Kilmer
63183	MALE	Jan Peter Balkenende
63185	MALE	Norbert Wiener
63186	FEMALE	Linda Hamilton
63187	MALE	Erich Maria Remarque
63205	MALE	Horatio Alger, Jr.
63208	MALE	Fred Quimby
63274	MALE	Arthur Schnitzler
63280	MALE	Boris Spassky
63283	MALE	Captain Beefheart
63299	MALE	VÃ¡clav Havel
63306	MALE	Jaroslav Seifert
63315	MALE	Sam J. Lundwall
63321	MALE	Peter O'Toole
63332	MALE	James I of Aragon
63342	MALE	P. G. Wodehouse
63349	MALE	Frederick Sanger
63351	MALE	Jacques-BÃ©nigne Bossuet
63375	MALE	Mikhail Lomonosov
63376	MALE	Evelyn Waugh
63390	FEMALE	Meryl Streep
63393	MALE	Maximilian II Emanuel, Elector of Bavaria
63401	MALE	Stephen Fry
63402	MALE	John Turner
63403	MALE	Brian Mulroney
63405	MALE	Joe Clark
63428	MALE	Thomas Middleton
63436	FEMALE	Greta Garbo
63438	MALE	Jack Tramiel
63439	MALE	Antoine Laurent de Jussieu
63491	MALE	Bill James
63493	MALE	Ken Griffey, Jr.
63517	FEMALE	Bette Davis
63520	FEMALE	Jane Fonda
63523	FEMALE	Sissy Spacek
63527	MALE	Claude Rains
63534	FEMALE	Greer Garson
63556	MALE	Fredric March
63576	MALE	John Pemberton
63591	MALE	Jeff Kennett
63594	FEMALE	Joan Kirner
63596	MALE	John Cain (junior)
63597	MALE	John Caine
63665	MALE	Mickey Mantle
63689	FEMALE	Patricia Highsmith
63714	MALE	Denis Gaultier
63727	MALE	Alan Shepard
63733	MALE	Peter Claver
63736	MALE	Herbert Beerbohm Tree
63740	MALE	Peter Lorre
63741	FEMALE	Vanessa Redgrave
63742	MALE	Friedrich Schiller
63743	MALE	Jean Anouilh
63747	MALE	Muhammad Ali
63857	MALE	Philip V of Spain
63873	MALE	Pompeu Fabra
63903	MALE	Martin Strel
63914	MALE	Chaim Potok
63969	MALE	Chuck Palahniuk
64044	MALE	Michael Heseltine
64069	MALE	Jack Kilby
64131	MALE	William Luther Pierce
64132	MALE	Barry Hannah
64137	MALE	Christopher Scarver
64146	MALE	Kristian Birkeland
64182	MALE	Liam Neeson
64188	MALE	Ole-Johan Dahl
64222	MALE	Milo of Croton
64240	MALE	Mobutu Sese Seko
64258	MALE	Jacques Villeneuve
64314	FEMALE	Ingeborg Bachmann
64371	MALE	Pieter Brueghel the Younger
64372	FEMALE	Jacqueline Kennedy Onassis
64384	MALE	Pieter Bruegel the Elder
64386	MALE	Jan Brueghel the Elder
64387	MALE	Jan Brueghel the Younger
64437	MALE	Benjamin Britten
64454	MALE	Thomas Keneally
64458	FEMALE	Christina Stead
64464	MALE	Joris-Karl Huysmans
64477	MALE	Ulrich of Augsburg
64488	MALE	Carlos Salinas de Gortari
64491	MALE	Igor Dmitriyevich Novikov
64597	MALE	Ludwig von Bertalanffy
64598	MALE	Alan Bush
64600	MALE	Uriel da Costa
64610	MALE	Glenn Miller
64612	FEMALE	Ginger Rogers
64644	MALE	Manuel Castells
64659	MALE	Joseph von Fraunhofer
64665	MALE	Fulgence BienvenÃ¼e
64673	MALE	Bruce Willis
64675	FEMALE	Inge de Bruijn
64676	MALE	Constantine XI Palaiologos
64682	MALE	Peter II of Aragon
64686	MALE	Norman Tebbit
64688	MALE	E. M. Forster
64689	MALE	Henri de Toulouse-Lautrec
64705	MALE	Boris Godunov
64710	MALE	Modest Mussorgsky
64719	MALE	Paul Gauguin
64740	MALE	Jacob Bernoulli
64746	MALE	Stanley Lord
64749	FEMALE	Alva Myrdal
64778	MALE	Maurice Utrillo
64814	MALE	AndrÃ©-Louis Danjon
64837	FEMALE	Rosemary Clooney
64913	MALE	Doodles Weaver
64935	MALE	Bartholomew the Apostle
64956	MALE	Haakon VII of Norway
64962	MALE	Fred Astaire
64963	FEMALE	Ã‰dith Piaf
64965	FEMALE	Sigourney Weaver
64966	FEMALE	Maria Callas
65017	MALE	William Hope Hodgson
65032	MALE	George McFarland
65040	FEMALE	Asia Carrera
65064	MALE	Lee Kuan Yew
65086	MALE	Brian Froud
65092	FEMALE	Ida Rentoul Outhwaite
65096	MALE	Richard Dadd
65100	FEMALE	Cicely Mary Barker
65102	MALE	Thomas the Rhymer
65119	MALE	Laozi
65124	MALE	Bertel Thorvaldsen
65126	MALE	Ramon Muntaner
65130	MALE	Bohumil Hrabal
65133	FEMALE	Karen Blixen
65134	MALE	Johannes Vilhelm Jensen
65137	MALE	Lawrence Durrell
65139	MALE	H. Rider Haggard
65140	MALE	Samuel Richardson
65145	MALE	Paulo Coelho
65173	FEMALE	Patty Hearst
65174	MALE	Gustav Mahler
65198	MALE	Calvin Fowler
65221	MALE	Franco Modigliani
65319	MALE	Edward Hopper
65378	FEMALE	Jiang Qing
65405	MALE	Mauricio Kagel
65414	MALE	Jacques Offenbach
65415	MALE	Georges Feydeau
65422	MALE	Anastasio Somoza Debayle
65425	MALE	Aleksandr Lyapunov
65432	MALE	David Tudor
65444	MALE	Glenn Gould
65446	FEMALE	ZoÃ« Wanamaker
65447	MALE	Robert R. McCammon
65453	MALE	Rickey Henderson
65459	MALE	Nolan Ryan
65463	MALE	Graham Greene
65467	MALE	Persi Diaconis
65468	MALE	George Brett
65504	MALE	John Poindexter
65538	MALE	James Meredith
65573	MALE	Lao She
65577	MALE	Hu Yaobang
65648	FEMALE	Maureen Lipman
65674	MALE	Joseph Luns
65676	MALE	Anton Webern
65689	MALE	Ã“scar Romero
65696	MALE	James Bacque
65704	MALE	Stanley Smith Stevens
65732	MALE	Amos Kollek
65738	MALE	Georges Clemenceau
65765	MALE	Duncan Forbes (linguist)
65777	MALE	Buzz Aldrin
65780	MALE	Vladimir Komarov
65858	MALE	Eliezer Yudkowsky
65861	MALE	Lu Xun
65867	FEMALE	Eileen Chang
65870	MALE	Qian Zhongshu
65883	MALE	Dave Thompson (comedian)
65931	MALE	Jean Hersholt
65942	FEMALE	Judith Durham
65954	MALE	John Cage
65961	MALE	Pete Sampras
65962	MALE	George Everest
65984	MALE	Stephen E. Ambrose
66002	FEMALE	Cathy Freeman
66027	FEMALE	Pauline Phillips
66037	MALE	Nicholas Lyndhurst
66049	MALE	Vo Nguyen Giap
66054	MALE	Harald Hardrada
66067	MALE	Harald Gille
66069	MALE	Harald V of Norway
66127	MALE	Humbert I, Count of Savoy
66143	MALE	Richard Hadlee
66145	MALE	Eric Bloodaxe
66164	MALE	Ronaldo
66171	MALE	Stephen F. Austin
66199	MALE	Osip Mandelstam
66206	MALE	Paul Verhoeven
66222	MALE	Jacques Roubaud
66225	MALE	Curtis LeMay
66234	MALE	Homer E. Capehart
66238	MALE	James Eastland
66240	MALE	Henry Wadsworth Longfellow
66243	MALE	Victor Gollancz
66265	MALE	Mark Spitz
66270	MALE	Greg Louganis
66273	MALE	Olaf II of Denmark
66278	MALE	Olaf Tryggvason
66279	MALE	Magnus the Good
66283	MALE	Charles Ives
66345	FEMALE	Robin Givens
66348	MALE	Paul Pimsleur
66350	FEMALE	Ami Dolenz
66417	MALE	Ichiro Suzuki
66427	MALE	Evel Knievel
66439	MALE	Lauritz Melchior
66485	MALE	Ramsey Campbell
66515	MALE	George Wade
66538	MALE	Artem Mikoyan
66569	FEMALE	Anna Akhmatova
66578	FEMALE	Golda Meir
66585	MALE	Burning Spear
66592	MALE	Pierre Boulez
66604	MALE	Willis H. O'Brien
66612	MALE	Hugo Grotius
66625	MALE	Adolphe Willette
66628	FEMALE	Poe (singer)
66640	MALE	Arnold J. Toynbee
66655	MALE	Richard Francis Burton
66663	MALE	Franc Rozman
66664	MALE	Artur Schnabel
66748	FEMALE	Maria Mutola
66789	MALE	Alfonso X of Castile
66795	MALE	Jean-Bertrand Aristide
66796	MALE	Alfonso V of LeÃ³n
66798	MALE	Maurice Greene (athlete)
66809	MALE	Mikimoto KÅkichi
66820	FEMALE	Elena Berezhnaya
66845	MALE	Aneurin Bevan
66858	MALE	Frans van Schooten
66859	FEMALE	Gudrun Ensslin
66877	FEMALE	Daphne du Maurier
66910	MALE	AndrÃ© Derain
66927	MALE	Jesse Boot, 1st Baron Trent
66934	MALE	Slim Pickens
66970	FEMALE	Ofra Haza
67000	MALE	Stephen R. Donaldson
67018	MALE	Eugene O'Neill
67022	MALE	Lionel Barrymore
67025	MALE	Arnold Schoenberg
67027	MALE	TÃºpac Amaru
67030	MALE	Errol Flynn
67116	MALE	Donovan Bailey
67118	MALE	Linford Christie
67127	MALE	Carl Lewis
67129	MALE	Carlos Castaneda
67149	FEMALE	RÃ©gine Deforges
67156	MALE	Kamehameha I
67160	MALE	Ken Follett
67161	MALE	Apollonius of Tyana
67179	MALE	Phil Katz
67212	MALE	Henry II the Pious
67215	MALE	Melchiorre Murenu
67243	MALE	Per Gessle
67248	MALE	David Douglas
67257	MALE	Chester Gould
67260	MALE	Boris Karloff
67286	MALE	Pavel Sukhoi
67287	MALE	Thomas Burke (athlete)
67291	MALE	Armin Hary
67293	MALE	Valeriy Borzov
67299	MALE	Allan Wells
67306	MALE	Harold Abrahams
67362	MALE	James W. Prescott
67370	MALE	David O. Selznick
67375	FEMALE	Jennifer Jones
67376	MALE	Pope Leo IX
67377	MALE	Ho Chi Minh
67379	MALE	Franz Liszt
67385	MALE	Pope Damasus II
67404	MALE	Steven Seagal
67412	MALE	Jonathan Coe
67447	MALE	Morris Chestnut
67452	MALE	Baruch Goldstein
67482	MALE	Richard Strauss
67495	MALE	Hugo von Hofmannsthal
67506	MALE	Hasely Crawford
67510	MALE	Archie Hahn
67519	MALE	Lionel Jospin
67575	MALE	Gustave Moreau
67675	FEMALE	Flora Robson
67720	MALE	Ferdinand Porsche
67749	MALE	Mike Nichols
67756	MALE	Emmett Kelly
67757	MALE	Robert Wise
67763	FEMALE	Jessica Lange
67765	MALE	David Ben-Gurion
67806	MALE	Percy Williams
67837	MALE	Jim Hines
67865	MALE	Jacint Verdaguer
67892	MALE	Enrico Caruso
67908	MALE	Primo Conti
67943	MALE	Paul Scofield
67955	MALE	Georges Bizet
67959	MALE	King Vidor
67992	FEMALE	Isabella Rossellini
68044	MALE	Richard W. Thompson
68045	MALE	Robert Means Thompson
68057	MALE	Ron Rivest
68064	FEMALE	Grand Duchess Tatiana Nikolaevna of Russia
68065	MALE	John Barrymore
68090	MALE	Count Basie
68131	MALE	Martin Sheen
68139	MALE	JC Chasez
68186	MALE	Eddie Tolan
68194	MALE	GÃ¶ran Persson
68222	MALE	Judge Jules
68228	MALE	Gottfried Benn
68233	MALE	Justin Frankel
68247	MALE	David A. Wheeler
68251	MALE	Harrison Dillard
68274	MALE	Hero of Alexandria
68283	MALE	Robert Towne
68297	MALE	LluÃ­s Companys
68308	MALE	Jack Albertson
68319	MALE	Cesar Chavez
68322	FEMALE	Faye Dunaway
68323	FEMALE	Susan Sarandon
68328	MALE	Basil Rathbone
68332	MALE	Frank Jarvis
68335	FEMALE	Anna Nicole Smith
68336	MALE	Reggie Walker
68338	MALE	Peter Shor
68360	MALE	RenÃ© Lalique
68363	MALE	Chick Hearn
68364	MALE	Christian Pineau
68368	FEMALE	Alice B. Toklas
68370	FEMALE	Sophie Dahl
68375	MALE	Tony Curtis
68378	FEMALE	Jamie Lee Curtis
68383	MALE	Paul Rose (political figure)
68386	MALE	Francis Simard
68423	MALE	Bob Hayes
68425	MALE	Bobby Morrow
68482	MALE	Karl Verner
68517	MALE	Pedro de Valdivia
68685	MALE	Bobby Robson
68724	MALE	Robert Stephen Hawker
68726	MALE	Leo McKern
68845	MALE	Amadeus I, Count of Savoy
68849	MALE	Zechariah (priest)
68852	MALE	Otto I, Count of Savoy
68865	MALE	Peter I, Count of Savoy
68882	MALE	Amadeus II, Count of Savoy
68885	MALE	Humbert II, Count of Savoy
68896	MALE	Amadeus III, Count of Savoy
68903	MALE	Humbert III, Count of Savoy
68904	MALE	Michael J. Fox
68923	MALE	Thomas, Count of Savoy
68925	MALE	Boniface of Savoy (bishop)
68974	MALE	Frederick II, Holy Roman Emperor
68997	MALE	Fernando Collor de Mello
69001	MALE	William IX, Count of Poitiers
69010	MALE	Amadeus IV, Count of Savoy
69019	MALE	Boniface, Count of Savoy
69022	MALE	KÃ¡lmÃ¡n Kalocsay
69028	MALE	Thomas, Count of Flanders
69038	MALE	Peter II, Count of Savoy
69089	MALE	Katherine Swynford
69100	MALE	Henry Beaufort
69112	MALE	Lindy Remigino
69116	MALE	Lancelot Speed
69125	MALE	Jan Timman
69134	MALE	Tiglath-Pileser III
69167	MALE	Charley Paddock
69168	MALE	Alastair Reynolds
69236	MALE	Oswald Mosley
69244	MALE	Mordechai Anielewicz
69246	MALE	Pope Pius VII
69273	MALE	Philip I, Count of Savoy
69286	MALE	Amadeus V, Count of Savoy
69288	MALE	Edward, Count of Savoy
69292	MALE	Aymon, Count of Savoy
69297	MALE	Amadeus VI, Count of Savoy
69300	MALE	Jeremy Paxman
69305	MALE	Amadeus VII, Count of Savoy
69323	MALE	Justin Timberlake
69402	MALE	Guido of Arezzo
69430	MALE	Johnny Hodges
69439	MALE	Scatman Crothers
69489	MALE	Philip the Bold
69492	MALE	Louis, Duke of Savoy
69494	MALE	Amadeus IX, Duke of Savoy
69496	MALE	Philibert I, Duke of Savoy
69500	FEMALE	Charles I, Duke of Savoy
69515	MALE	Philip II, Duke of Savoy
69516	MALE	Philibert II, Duke of Savoy
69524	MALE	Charles Emmanuel I, Duke of Savoy
69525	MALE	Victor Amadeus I, Duke of Savoy
69526	MALE	Francis Hyacinth, Duke of Savoy
69530	MALE	Charles Emmanuel II, Duke of Savoy
69541	MALE	Victor Amadeus II of Sardinia
69545	MALE	Charles Emmanuel III of Sardinia
69559	MALE	Victor Amadeus III of Sardinia
69565	MALE	Charles Emmanuel IV of Sardinia
69571	MALE	Ferdinand I of Bulgaria
69573	MALE	Victor Emmanuel I of Sardinia
69574	MALE	Charles Felix of Sardinia
69576	MALE	Ralph Craig
69577	MALE	Charles Albert of Sardinia
69586	MALE	Thomas Francis, Prince of Carignano
69594	MALE	Charles III, Duke of Savoy
69607	MALE	Alfonso VI of LeÃ³n and Castile
69641	MALE	Nicolas Steno
69659	MALE	Frankie Howerd
69667	MALE	Onesimus
69677	MALE	Ramon Llull
69691	MALE	Esai Morales
69718	MALE	Herbert Kitchener, 1st Earl Kitchener
69795	FEMALE	Selena
69810	MALE	Erik Balling
69811	FEMALE	Lillie Langtry
69830	MALE	BartolomÃ© de las Casas
69838	MALE	William Friese-Greene
69840	MALE	Victor Emmanuel III of Italy
69844	MALE	Herbert Dingle
69845	MALE	William Dobson
69847	MALE	Umberto II of Italy
69852	MALE	Donatello
69853	MALE	Vittorio Emanuele, Prince of Naples
69861	MALE	Kirk Douglas
69880	MALE	Napoleon
69882	MALE	Alexander of Battenberg
69886	MALE	Charles Taze Russell
69914	MALE	Henrik Dam
69925	MALE	Ansfried of Utrecht
69926	FEMALE	Pauline Hanson
69930	FEMALE	Alicia Silverstone
69936	MALE	Isaac D'Israeli
69951	MALE	J. Neil Schulman
69977	MALE	William McCrea (astronomer)
70002	MALE	Murray Bail
70014	FEMALE	Gracie Allen
70020	MALE	George Burns
70026	MALE	Charles IX of Sweden
70050	MALE	Christer Pettersson
70084	MALE	August Bournonville
70085	MALE	J. J. Thomson
70095	MALE	Leopold Mozart
70096	MALE	Joe Satriani
70146	MALE	Samuel D. Waksal
70147	FEMALE	Joan Beaufort, Countess of Westmorland
70158	MALE	John Beaufort, 1st Earl of Somerset
70159	MALE	Anthony Trollope
70162	MALE	Thomas Beaufort, Duke of Exeter
70175	MALE	Wilhelm Marr
70176	MALE	Frank Harris
70178	MALE	Henri Barbusse
70179	FEMALE	Lucy Webb Hayes
70194	FEMALE	Margaret Beaufort, Countess of Richmond and Derby
70208	MALE	Henry Stuart, Lord Darnley
70219	MALE	Charles I of Hungary
70229	FEMALE	Joan Lindsay
70250	MALE	Nicolas Roeg
70315	FEMALE	Debbie Reynolds
70350	FEMALE	Marie Bashir
70358	MALE	Robert Lenkiewicz
70369	MALE	Cyrano de Bergerac
70390	MALE	Dagobert I
70391	MALE	Johann Joachim Quantz
70408	MALE	Bill bissett
70441	MALE	John Fisher
70449	FEMALE	Mary Tudor, Queen of France
70497	MALE	Tom Maguire
70503	FEMALE	Betty Robinson
70506	MALE	Louis XI of France
70509	MALE	Robert Southey
70519	FEMALE	Kaja Silverman
70521	FEMALE	StanisÅ‚awa Walasiewicz
70534	MALE	W. Edwards Deming
70537	MALE	Rowan Williams
70541	MALE	John A. Costello
70549	FEMALE	Margaret Tudor
70560	MALE	Maximilian Kolbe
70578	MALE	Benjamin Banneker
70592	FEMALE	Ginger Lynn
70597	FEMALE	Suze Randall
70598	MALE	Robert Cecil, 1st Earl of Salisbury
70600	MALE	Princes in the Tower
70602	MALE	Jacques Cartier
70608	FEMALE	Helen Stephens
70613	MALE	James Hepburn, 4th Earl of Bothwell
70614	MALE	David Rizzio
70631	MALE	Alexander von Humboldt
70634	MALE	Bill Whelan
70635	MALE	Matthew George Easton
70637	FEMALE	Bess of Hardwick
70642	MALE	Alfonso XI of Castile
70646	MALE	Ferdinand III of Castile
70648	MALE	Henry I of Castile
70650	MALE	Alfonso VII of LeÃ³n and Castile
70655	MALE	Alfred Binet
70659	MALE	Lukas Moodysson
70661	FEMALE	Fanny Blankers-Koen
70666	MALE	Yves Montand
70679	FEMALE	Marjorie Jackson-Nelson
70682	MALE	Maxime Weygand
70700	MALE	Francis II of France
70701	MALE	Jack T. Chick
70712	MALE	Henry the Lion
70716	MALE	Charles V, Holy Roman Emperor
70718	MALE	Ivan the Terrible
70727	MALE	Mike Royko
70728	MALE	William Marshal, 1st Earl of Pembroke
70740	FEMALE	Betty Cuthbert
70756	MALE	Larry Flynt
70842	MALE	Idi Amin
70843	MALE	Hafez al-Assad
70844	MALE	FranÃ§ois Duvalier
70848	MALE	John Kinzie
70849	MALE	William Whitelaw, 1st Viscount Whitelaw
70854	MALE	Billy Wright (loyalist)
70873	MALE	Nathuram Godse
70891	MALE	Otto Rank
70928	MALE	Robbin Crosby
70938	MALE	Patrick Stewart
70947	MALE	Henry the Young King
70949	MALE	Berengaria of Navarre
70963	MALE	Basil Valentine
70964	FEMALE	Loretta Sanchez
70969	MALE	Enos Slaughter
70970	MALE	Andrew Fisher
70972	MALE	Richard le Breton
70986	MALE	Art Garfunkel
70996	MALE	Rolf Hochhuth
71009	MALE	AusiÃ s March
